FUN_000040-T1	SP
FUN_000047-T1	SP
FUN_000054-T1	SP
FUN_000216-T1	SP
FUN_000261-T1	SP
FUN_000265-T1	SP
FUN_000307-T1	SP+TM
FUN_000333-T1	SP
FUN_000507-T1	SP+TM
FUN_000620-T1	SP
FUN_000621-T1	SP
FUN_000635-T1	SP
FUN_000652-T1	SP
FUN_000660-T1	SP
FUN_000668-T1	SP
FUN_000679-T1	SP
FUN_000722-T1	SP
FUN_000738-T1	SP
FUN_000739-T1	SP
FUN_000740-T1	SP
FUN_000741-T1	SP
FUN_000742-T1	SP
FUN_000773-T1	SP+TM
FUN_000780-T1	SP
FUN_000782-T1	SP
FUN_000783-T1	SP
FUN_000847-T1	SP
FUN_000888-T1	SP
FUN_000898-T1	SP
FUN_000900-T1	SP
FUN_000902-T1	SP
FUN_000903-T1	SP
FUN_000960-T1	SP
FUN_000979-T1	SP
FUN_000995-T1	SP
FUN_000999-T1	SP
FUN_001071-T1	SP
FUN_001072-T1	SP
FUN_001075-T1	SP
FUN_001141-T1	SP
FUN_001163-T1	SP
FUN_001170-T1	SP
FUN_001177-T1	SP
FUN_001202-T1	SP+TM
FUN_001223-T1	SP
FUN_001234-T1	SP
FUN_001257-T1	SP
FUN_001269-T1	SP
FUN_001309-T1	SP
FUN_001324-T1	SP+TM
FUN_001328-T1	SP
FUN_001391-T1	SP
FUN_001480-T1	SP+TM
FUN_001530-T1	SP
FUN_001536-T1	SP
FUN_001538-T1	SP
FUN_001567-T1	SP
FUN_001627-T1	SP
FUN_001628-T1	SP+TM
FUN_001631-T1	GLOB
FUN_001657-T1	SP
FUN_001662-T1	SP+TM
FUN_001683-T1	SP
FUN_001747-T1	SP
FUN_001819-T1	SP
FUN_001864-T1	SP+TM
FUN_001873-T1	SP
FUN_001951-T1	SP
FUN_001966-T1	SP+TM
FUN_001976-T1	SP
FUN_001976-T2	SP
FUN_002052-T1	SP
FUN_002096-T1	SP+TM
FUN_002120-T1	SP
FUN_002167-T1	SP
FUN_002171-T1	SP
FUN_002207-T1	SP+TM
FUN_002214-T1	SP
FUN_002216-T1	SP
FUN_002303-T1	SP
FUN_002305-T1	SP
FUN_002315-T1	SP
FUN_002316-T1	SP
FUN_002318-T1	SP
FUN_002325-T1	GLOB
FUN_002325-T2	GLOB
FUN_002353-T1	SP
FUN_002386-T1	SP
FUN_002416-T1	SP
FUN_002515-T1	TM
FUN_002515-T2	TM
FUN_002591-T1	SP
FUN_002605-T1	SP
FUN_002626-T1	SP
FUN_002662-T1	SP
FUN_002678-T1	SP
FUN_002687-T1	SP+TM
FUN_002769-T1	SP
FUN_002778-T1	TM
FUN_002804-T1	SP
FUN_002900-T1	SP
FUN_002921-T1	SP
FUN_002925-T1	SP+TM
FUN_002964-T1	SP
FUN_002967-T1	SP
FUN_002968-T1	SP
FUN_002968-T2	SP
FUN_002982-T1	SP
FUN_002983-T1	SP
FUN_002983-T2	SP
FUN_002984-T1	SP
FUN_002991-T1	SP
FUN_003000-T1	SP+TM
FUN_003023-T1	SP
FUN_003079-T1	SP
FUN_003120-T1	SP
FUN_003148-T1	SP+TM
FUN_003182-T1	SP
FUN_003204-T1	SP
FUN_003213-T1	SP
FUN_003259-T1	SP
FUN_003267-T1	SP
FUN_003268-T1	SP
FUN_003293-T1	SP
FUN_003313-T1	SP
FUN_003315-T1	SP
FUN_003333-T1	SP
FUN_003334-T1	SP
FUN_003349-T1	SP
FUN_003370-T1	SP+TM
FUN_003410-T1	SP+TM
FUN_003432-T2	SP
FUN_003436-T1	SP
FUN_003442-T1	SP+TM
FUN_003448-T1	SP
FUN_003449-T1	SP
FUN_003487-T1	SP+TM
FUN_003504-T1	SP+TM
FUN_003519-T1	GLOB
FUN_003575-T1	SP+TM
FUN_003617-T1	SP
FUN_003670-T1	SP
FUN_003672-T1	SP
FUN_003679-T1	SP
FUN_003679-T2	SP
FUN_003684-T1	SP
FUN_003693-T1	SP+TM
FUN_003711-T1	SP
FUN_003716-T1	SP+TM
FUN_003758-T1	SP+TM
FUN_003789-T1	SP
FUN_003791-T1	SP
FUN_003830-T1	SP
FUN_003839-T1	SP+TM
FUN_003874-T1	SP
FUN_004031-T2	GLOB
FUN_004044-T1	SP+TM
FUN_004077-T1	SP+TM
FUN_004168-T1	SP
FUN_004186-T1	SP
FUN_004192-T1	SP
FUN_004221-T1	GLOB
FUN_004223-T1	SP
FUN_004257-T1	SP
FUN_004266-T1	SP
FUN_004303-T1	SP
FUN_004314-T1	SP
FUN_004342-T1	SP
FUN_004373-T1	SP
FUN_004375-T1	SP
FUN_004378-T1	SP
FUN_004434-T1	SP
FUN_004483-T1	SP+TM
FUN_004495-T1	SP
FUN_004547-T1	SP
FUN_004547-T2	SP
FUN_004602-T1	SP
FUN_004619-T1	SP
FUN_004664-T1	SP
FUN_004701-T1	SP+TM
FUN_004710-T1	SP
FUN_004849-T1	SP
FUN_004854-T1	SP
FUN_004858-T1	SP
FUN_004880-T1	SP
FUN_004887-T1	SP
FUN_004895-T1	SP+TM
FUN_004898-T1	SP
FUN_004900-T1	SP
FUN_004965-T1	SP
FUN_005051-T1	SP+TM
FUN_005087-T1	SP
FUN_005187-T1	SP+TM
FUN_005209-T1	SP
FUN_005216-T1	SP
FUN_005289-T1	SP
FUN_005349-T1	SP
FUN_005390-T1	SP
FUN_005417-T1	SP+TM
FUN_005433-T1	SP
FUN_005437-T1	SP
FUN_005437-T2	SP
FUN_005539-T1	SP
FUN_005563-T1	SP
FUN_005577-T1	SP
FUN_005648-T1	SP
FUN_005712-T1	SP
FUN_005722-T1	SP
FUN_005750-T1	SP
FUN_005752-T1	SP
FUN_005760-T1	SP+TM
FUN_005769-T1	SP
FUN_005797-T1	SP
FUN_005824-T1	SP+TM
FUN_005825-T1	SP+TM
FUN_005914-T1	SP
FUN_005928-T1	SP
FUN_005942-T1	SP+TM
FUN_005946-T1	SP
FUN_006044-T1	SP
FUN_006052-T1	SP
FUN_006062-T1	SP
FUN_006069-T1	SP
FUN_006072-T1	SP
FUN_006119-T1	SP+TM
FUN_006131-T1	SP+TM
FUN_006141-T1	SP
FUN_006203-T1	SP
FUN_006247-T1	SP
FUN_006258-T1	SP
FUN_006288-T1	SP
FUN_006348-T1	SP
FUN_006354-T1	SP
FUN_006363-T1	SP
FUN_006376-T1	SP
FUN_006421-T1	SP
FUN_006428-T1	SP
FUN_006503-T1	SP+TM
FUN_006509-T1	SP
FUN_006528-T1	SP
FUN_006535-T1	SP
FUN_006537-T1	TM
FUN_006542-T1	SP
FUN_006551-T1	SP
FUN_006552-T1	SP
FUN_006566-T1	SP
FUN_006612-T1	SP+TM
FUN_006635-T1	SP
FUN_006692-T1	SP+TM
FUN_006719-T1	SP
FUN_006774-T1	SP+TM
FUN_006880-T1	SP
FUN_006897-T1	SP
FUN_006897-T2	SP
FUN_006924-T1	SP
FUN_006935-T1	SP
FUN_006943-T1	SP
FUN_006946-T1	SP
FUN_006954-T1	SP
FUN_006965-T1	SP
FUN_006973-T1	SP
FUN_006994-T1	SP+TM
FUN_007010-T1	SP
FUN_007019-T1	SP+TM
FUN_007023-T1	SP+TM
FUN_007025-T1	SP
FUN_007031-T1	SP
FUN_007033-T1	SP
FUN_007109-T1	SP+TM
FUN_007134-T1	SP
FUN_007193-T1	SP
FUN_007269-T1	SP
FUN_007336-T1	SP
FUN_007381-T1	SP
FUN_007490-T1	SP+TM
FUN_007496-T1	SP
FUN_007504-T1	SP
FUN_007511-T1	SP
FUN_007513-T1	TM
FUN_007548-T1	SP
FUN_007652-T1	SP
FUN_007658-T1	SP
FUN_007670-T1	SP
FUN_007689-T1	SP
FUN_007698-T1	SP
FUN_007718-T1	SP
FUN_007745-T1	SP
FUN_007809-T1	SP
FUN_007843-T1	SP
FUN_007844-T1	SP
FUN_007847-T1	SP
FUN_007850-T1	SP
FUN_007962-T1	SP
FUN_007971-T1	SP
